7.595 2 3 3 2 0 6 
12.594 2 3 3 2 0 6 
17.595 2 3 3 2 0 6 
22.595 2 3 3 2 0 6 
27.594 2 3 3 2 0 6 
32.595 2 3 3 2 0 6 
37.595 2 3 3 2 0 6 
42.594 2 3 3 2 0 6 
47.595 2 3 3 2 0 6 
52.595 2 3 3 2 0 6 
57.595 2 3 3 2 0 6 
62.595 2 3 3 2 0 6 
67.594 2 3 3 2 0 6 
72.594 2 3 3 1 0 6 
77.595 2 1 3 1 0 6 
82.594 2 1 3 1 0 6 
87.595 2 1 3 1 0 6 
92.595 2 1 3 1 0 6 
97.594 2 1 3 1 0 6 
102.595 2 1 3 1 0 6 
107.595 2 1 3 1 0 6 
112.595 2 1 3 1 0 6 
117.595 2 1 3 1 0 6 
122.595 2 1 3 1 0 6 
127.594 2 1 3 1 0 6 
132.594 2 1 3 1 0 6 
137.595 2 1 3 1 0 6 
142.595 2 1 3 1 0 6 
147.595 2 1 3 1 0 6 
152.595 2 1 3 1 0 6 
157.594 2 1 3 1 0 6 
162.595 2 1 3 1 0 6 
167.595 2 1 3 1 0 6 
172.595 2 1 3 1 0 6 
177.595 2 1 3 1 0 6 
182.595 2 1 3 1 0 6 
187.595 2 1 3 1 0 6 
192.595 2 1 3 1 0 6 
197.595 2 1 3 1 0 6 
202.595 2 1 3 1 0 6 
207.595 2 1 3 1 0 6 
212.594 2 1 3 1 0 6 
217.595 2 1 3 1 0 6 
222.595 2 1 3 1 0 6 
227.595 2 1 3 1 0 6 
232.595 2 1 3 1 0 6 
237.595 2 1 3 1 0 6 
242.594 2 1 3 1 0 6 
247.595 2 1 3 1 0 6 
252.595 2 1 3 1 0 6 
257.595 2 1 3 1 0 6 
262.594 2 1 3 1 0 6 
267.595 2 1 3 1 0 6 
272.595 2 1 3 1 0 6 
277.594 2 1 3 1 0 6 
282.595 2 1 3 1 0 6 
287.595 2 1 3 1 0 6 
292.594 2 1 3 1 0 6 
297.595 2 1 3 1 0 6 
302.594 2 1 3 1 0 6 
307.595 2 1 3 1 0 6 
312.595 2 1 3 1 0 6 
317.595 2 1 3 1 0 6 
322.594 2 1 3 1 0 6 
327.595 2 1 3 1 0 6 
332.595 2 1 3 1 0 6 
337.595 2 1 3 1 0 6 
342.595 2 1 3 1 0 6 
347.595 2 1 3 1 0 6 
352.595 2 1 3 1 0 6 
357.595 2 1 3 1 0 6 
362.596 2 1 3 1 0 6 
367.595 2 1 3 1 0 6 
372.595 2 1 3 1 0 6 
377.594 2 1 3 1 0 6 
382.595 2 1 3 1 0 6 
387.601 2 1 3 1 0 6 
392.605 2 1 3 1 0 6 
397.594 2 1 3 1 0 6 
402.595 2 1 3 1 0 6 
407.594 2 1 3 1 0 6 
412.595 2 1 3 1 0 6 
417.594 2 1 3 1 0 6 
422.595 2 1 3 1 0 6 
427.595 2 1 3 1 0 6 
432.594 2 1 3 1 0 6 
437.595 2 1 3 1 0 6 
442.594 2 1 3 1 0 6 
447.595 2 1 3 1 0 6 
452.595 2 1 3 1 0 6 
457.595 2 1 3 1 0 6 
462.594 2 1 3 1 0 6 
467.595 2 1 3 1 0 6 
472.595 2 1 3 1 0 6 
477.595 2 1 3 1 0 6 
482.594 2 1 3 1 0 6 
487.594 2 1 3 1 0 6 
492.595 2 1 3 1 0 6 
497.595 2 1 3 1 0 6 
502.595 2 1 3 1 0 6 
507.595 2 1 3 1 0 6 
512.595 2 1 3 1 0 6 
517.594 2 1 3 1 0 6 
522.595 2 1 3 1 0 6 
527.594 2 1 3 1 0 6 
532.595 2 1 3 1 0 6 
537.595 2 1 3 1 0 6 
542.594 2 1 3 1 0 6 
547.595 2 1 3 1 0 6 
552.595 2 1 3 1 0 6 
557.594 2 1 3 1 0 6 
562.595 2 1 3 1 0 6 
567.595 2 1 3 1 0 6 
572.595 2 1 3 1 0 6 
577.594 2 1 3 1 0 6 
582.594 2 1 3 1 0 6 
587.594 2 1 3 1 0 6 
592.594 2 1 3 1 0 6 
597.595 2 1 3 1 0 6 
602.595 2 1 3 1 0 6 
607.595 2 1 3 1 0 6 
612.595 2 1 3 1 0 6 
617.595 2 1 3 1 0 6 
622.595 2 1 3 1 0 6 
627.595 2 1 3 1 0 6 
632.594 2 1 3 1 0 6 
637.594 2 1 3 1 0 6 
642.595 2 1 3 1 0 6 
647.595 2 1 3 1 0 6 
652.594 2 1 3 1 0 6 
657.595 2 1 3 1 0 6 
662.594 2 1 3 1 0 6 
667.595 2 1 3 1 0 6 
672.594 2 1 3 1 0 6 
677.595 2 1 3 1 0 6 
682.594 2 1 3 1 0 6 
687.595 2 1 3 1 0 6 
692.594 2 1 3 1 0 6 
697.595 2 1 3 1 0 6 
702.594 2 1 3 1 0 6 
707.594 2 1 3 1 0 6 
712.595 2 1 3 1 0 6 
717.594 2 1 3 1 0 6 
722.595 2 1 3 1 0 6 
727.594 2 1 3 1 0 6 
732.594 2 1 3 1 0 6 
737.594 2 1 3 1 0 6 
742.594 2 1 3 1 0 6 
747.594 2 1 3 1 0 6 
