4.445 0 7 0 0 46 79 10 
4.698 1 8 1 1 47 38 60 
4.945 2 9 1 2 48 3 110 
5.198 3 10 1 3 48 7 160 
5.446 4 11 1 4 49 46 210 
5.695 5 12 1 5 49 83 260 
5.946 6 13 0 6 49 84 311 
7.946 0 7 0 0 47 74 12 
8.196 1 8 0 1 48 32 62 
8.446 2 9 1 2 48 1 112 
8.697 3 10 0 3 49 11 162 
8.946 4 11 1 4 49 52 212 
9.196 5 12 1 5 49 86 262 
9.445 6 13 1 6 49 81 313 
11.446 0 7 0 0 48 69 14 
11.695 1 8 0 1 48 26 64 
11.945 2 9 1 2 49 0 114 
12.196 3 10 1 3 49 16 164 
12.446 4 11 0 4 49 59 214 
12.696 5 12 1 5 49 88 264 
12.946 6 13 1 6 49 77 315 
14.946 0 7 0 0 49 64 16 
15.196 1 8 1 1 49 20 66 
15.446 2 9 1 2 49 0 116 
15.696 3 10 1 3 49 21 166 
15.946 4 11 1 4 49 64 216 
16.196 5 12 1 5 49 89 266 
16.446 6 13 1 6 49 72 317 
18.446 0 7 0 0 49 58 18 
18.696 1 8 0 1 49 15 68 
18.945 2 9 0 2 49 0 118 
19.196 3 10 1 3 49 26 168 
19.446 4 11 1 4 49 70 218 
19.696 5 12 1 5 49 89 268 
19.946 6 13 1 6 49 67 319 
21.945 0 7 0 0 49 52 20 
22.197 1 8 0 1 49 11 70 
22.446 2 9 1 2 49 1 120 
22.698 3 10 1 3 49 32 170 
22.945 4 11 1 4 49 75 220 
23.198 5 12 1 5 49 89 270 
23.445 6 13 0 6 48 61 321 
25.446 0 7 0 0 49 45 22 
25.695 1 8 1 1 49 7 72 
25.945 2 9 0 2 49 4 122 
26.196 3 10 1 3 49 39 172 
26.446 4 11 0 4 49 79 222 
26.702 5 12 1 5 48 87 272 
26.946 6 13 1 6 48 55 323 
28.945 0 7 0 0 49 39 24 
29.196 1 8 1 1 49 4 74 
29.446 2 9 1 2 49 7 124 
29.695 3 10 1 3 49 45 174 
29.946 4 11 1 4 48 83 224 
30.195 5 12 1 5 47 85 274 
30.446 6 13 1 6 47 49 325 
32.446 0 7 0 0 49 33 26 
32.696 1 8 0 1 49 2 76 
32.946 2 9 0 2 48 10 126 
33.197 3 10 1 3 48 51 176 
33.446 4 11 1 4 47 86 226 
33.696 5 12 0 5 46 82 276 
33.945 6 13 1 6 46 43 327 
35.946 0 7 0 0 49 27 28 
36.196 1 8 1 1 48 0 78 
36.446 2 9 1 2 48 15 128 
36.696 3 10 0 3 47 57 178 
36.945 4 11 0 4 46 88 228 
37.196 5 12 1 5 45 78 278 
37.446 6 13 1 6 44 37 329 
39.446 0 7 0 0 48 21 30 
39.695 1 8 1 1 47 0 80 
39.946 2 9 0 2 47 20 130 
40.195 3 10 1 3 46 63 180 
40.445 4 11 1 4 45 89 230 
40.695 5 12 1 5 44 73 280 
40.946 6 13 0 6 43 31 331 
42.946 0 7 0 0 47 16 32 
43.195 1 8 0 1 47 0 82 
43.446 2 9 1 2 46 25 132 
43.695 3 10 1 3 45 69 182 
43.945 4 11 1 4 44 89 232 
44.195 5 12 1 5 43 68 282 
44.445 6 13 1 6 42 25 333 
46.446 0 7 0 0 46 12 34 
46.695 1 8 0 1 45 1 84 
46.945 2 9 0 2 45 31 134 
47.195 3 10 0 3 44 74 184 
47.446 4 11 1 4 43 89 234 
47.696 5 12 0 5 42 63 284 
47.946 6 13 1 6 40 19 335 
49.946 0 7 0 0 45 8 36 
50.196 1 8 1 1 44 3 86 
50.446 2 9 1 2 43 37 136 
50.696 3 10 1 3 42 78 186 
50.945 4 11 0 4 41 88 236 
51.196 5 12 1 5 40 57 286 
51.446 6 13 1 6 39 14 337 
53.446 0 7 0 0 44 4 38 
53.695 1 8 0 1 43 6 88 
53.945 2 9 1 2 42 43 138 
54.196 3 10 1 3 41 82 188 
54.446 4 11 1 4 40 85 238 
54.695 5 12 1 5 39 51 288 
54.945 6 13 1 6 38 10 339 
56.946 0 7 0 0 43 2 40 
57.195 1 8 0 1 42 9 90 
57.446 2 9 1 2 41 50 140 
57.696 3 10 0 3 40 85 190 
57.945 4 11 1 4 38 82 240 
58.196 5 12 1 5 37 44 290 
58.446 6 13 0 6 36 6 341 
60.445 0 7 0 0 41 0 42 
60.696 1 8 1 1 40 14 92 
60.946 2 9 1 2 39 56 142 
61.196 3 10 1 3 38 87 192 
61.446 4 11 1 4 37 79 242 
61.696 5 12 0 5 36 38 292 
61.946 6 13 1 6 35 3 343 
63.945 0 7 0 0 40 0 44 
64.196 1 8 1 1 39 19 94 
64.446 2 9 1 2 38 62 144 
64.695 3 10 1 3 37 89 194 
64.946 4 11 1 4 36 74 244 
65.196 5 12 1 5 35 32 294 
65.446 6 13 1 6 34 1 345 
67.446 0 7 0 0 39 0 46 
67.695 1 8 0 1 38 24 96 
67.945 2 9 1 2 36 68 146 
68.195 3 10 0 3 35 89 196 
68.445 4 11 1 4 34 69 246 
68.696 5 12 1 5 34 26 296 
68.946 6 13 1 6 33 0 347 
70.946 0 7 0 0 37 1 48 
71.196 1 8 1 1 36 30 98 
71.446 2 9 0 2 35 73 148 
