3.095 621 621 621 7 
5.095 633 633 633 7 
7.094 644 644 644 7 
9.095 655 655 655 7 
11.095 664 664 664 7 
13.095 673 673 673 7 
15.094 680 680 680 7 
17.095 687 687 687 7 
19.095 692 692 692 7 
21.095 695 695 695 7 
23.095 698 698 698 7 
25.095 699 699 699 7 
27.095 699 699 699 7 
29.095 698 698 698 7 
31.095 696 696 696 7 
33.095 692 692 692 7 
35.095 687 687 687 7 
37.095 681 681 681 7 
39.095 673 673 673 7 
41.095 665 665 665 7 
43.094 655 655 655 7 
45.094 645 645 645 7 
47.095 633 633 633 7 
49.095 621 621 621 7 
51.095 608 608 608 7 
53.095 594 594 594 7 
55.095 580 580 580 7 
57.094 565 565 565 7 
59.095 549 549 549 7 
61.095 534 534 534 7 
63.095 518 518 518 7 
65.094 502 502 502 7 
67.095 486 486 486 7 
69.094 470 470 470 7 
71.094 454 454 454 7 
73.095 439 439 439 7 
75.095 424 424 424 7 
77.095 409 409 409 7 
79.094 395 395 395 7 
81.094 382 382 382 7 
83.095 369 369 369 7 
85.095 358 358 358 7 
87.095 347 347 347 7 
89.094 337 337 337 7 
91.095 328 328 328 7 
93.094 321 321 321 7 
95.094 314 314 314 7 
97.095 309 309 309 7 
99.095 304 304 304 7 
101.095 302 302 302 7 
103.095 300 300 300 7 
105.095 300 300 300 7 
107.095 300 300 300 7 
109.095 303 303 303 7 
111.095 306 306 306 7 
113.095 311 311 311 7 
115.095 317 317 317 7 
117.095 324 324 324 7 
119.095 332 332 332 7 
121.094 341 341 341 7 
123.095 351 351 351 7 
125.094 363 363 363 7 
127.095 375 375 375 7 
129.094 388 388 388 7 
131.094 401 401 401 7 
133.094 416 416 416 7 
135.095 430 430 430 7 
137.095 446 446 446 7 
139.095 461 461 461 7 
141.095 477 477 477 7 
143.095 493 493 493 7 
145.095 509 509 509 7 
147.095 525 525 525 7 
149.095 541 541 541 7 
151.095 556 556 556 7 
153.095 571 571 571 7 
155.095 586 586 586 7 
157.095 600 600 600 7 
159.095 614 614 614 7 
161.095 626 626 626 7 
163.094 638 638 638 7 
